provincia;poblacion;cod_postal
Castellón/Castelló;Chilches/Xilxes;12592
Castellón/Castelló;Chilches/Xilxes;12952
Castellón/Castelló;Chodos/Xodos;12134
Castellón/Castelló;Chóvar;12499
Castellón/Castelló;Eslida;12528
Castellón/Castelló;Espadilla;12230
Castellón/Castelló;Fanzara;12230
Castellón/Castelló;Figueroles;12122
Castellón/Castelló;Forcall;12310
Castellón/Castelló;Fuente la Reina;12428
Castellón/Castelló;Fuentes de Ayódar;12225
Castellón/Castelló;Gaibiel;12415
Castellón/Castelló;Geldo;12135
Castellón/Castelló;Geldo;12412
Castellón/Castelló;Herbés;12317
Castellón/Castelló;Higueras;12449
Castellón/Castelló;la Jana;12340
Castellón/Castelló;Jérica;12450
Castellón/Castelló;Llucena/Lucena del Cid;12120
Castellón/Castelló;Ludiente;12123
Castellón/Castelló;la Llosa;12591
Castellón/Castelló;la Mata de Morella;12312
Castellón/Castelló;Matet;12415
Castellón/Castelló;Moncofa;12593
Castellón/Castelló;Montán;12447
Castellón/Castelló;Montanejos;12448
Castellón/Castelló;Morella;12300
Castellón/Castelló;Navajas;12470
Castellón/Castelló;Nules;12520
Castellón/Castelló;Nules;12529
Castellón/Castelló;Olocau del Rey;12312
Castellón/Castelló;Onda;12200
Castellón/Castelló;Onda;12220
Castellón/Castelló;Oropesa del Mar/Orpesa;12594
Castellón/Castelló;Palanques;12311
Castellón/Castelló;Pavías;12449
Castellón/Castelló;Peníscola/Peñíscola;12598
Castellón/Castelló;Pina de Montalgrao;12429
Castellón/Castelló;Portell de Morella;12318
Castellón/Castelló;Puebla de Arenoso;12428
Castellón/Castelló;la Pobla de Benifassà;12599
Castellón/Castelló;la Pobla Tornesa;12191
Castellón/Castelló;Ribesalbes;12210
Castellón/Castelló;Rossell;12511
Castellón/Castelló;Rossell;12512
Castellón/Castelló;Rossell;12599
Castellón/Castelló;Sacañet;12469
Castellón/Castelló;la Salzadella;12186
Castellón/Castelló;Sant Jordi/San Jorge;12320
Castellón/Castelló;Sant Mateu;12170
Castellón/Castelló;San Rafael del Río;12330
Castellón/Castelló;San Rafael del Río;12510
Castellón/Castelló;Santa Magdalena de Pulpis;12597
Castellón/Castelló;la Serratella;12184
Castellón/Castelló;Segorbe;12400
Castellón/Castelló;Segorbe;12412
Castellón/Castelló;Segorbe;12414
Castellón/Castelló;Sierra Engarcerán;12164
Castellón/Castelló;Sierra Engarcerán;12166
Castellón/Castelló;Sierra Engarcerán;12182
Castellón/Castelló;Sierra Engarcerán;12193
Castellón/Castelló;Soneja;12480
Castellón/Castelló;Sot de Ferrer;12489
Castellón/Castelló;Sueras/Suera;12223
Castellón/Castelló;Tales;12221
Castellón/Castelló;Teresa;12469
Castellón/Castelló;Tírig;12179
Castellón/Castelló;Todolella;12312
Castellón/Castelló;Toga;12230
Castellón/Castelló;Torás;12431
Castellón/Castelló;El Toro;12429
Castellón/Castelló;Torralba del Pinar;12225
Castellón/Castelló;Torreblanca;12596
Castellón/Castelló;Torrechiva;12232
Castellón/Castelló;la Torre d'En Besora;12161
Castellón/Castelló;la Torre d'en Doménec;12184
Castellón/Castelló;Traiguera;12330
Castellón/Castelló;Useras/les Useres;12118
Castellón/Castelló;Useras/les Useres;12122
Castellón/Castelló;Useras/les Useres;12131
Castellón/Castelló;Vallat;12230
Castellón/Castelló;Vall d'Alba;12193
Castellón/Castelló;Vall d'Alba;12194
Castellón/Castelló;Vall de Almonacid;12414
Castellón/Castelló;la Vall d'Uixó;12600
Castellón/Castelló;Vallibona;12315
Castellón/Castelló;Vilafamés;12192
Castellón/Castelló;Villafranca del Cid/Vilafranca;12150
Castellón/Castelló;Villahermosa del Río;12124
Castellón/Castelló;Villamalur;12224
Castellón/Castelló;Vilanova d'Alcolea;12183
Castellón/Castelló;Villanueva de Viver;12428
Castellón/Castelló;Vilar de Canes;12162
Castellón/Castelló;Vila-real;12540
Castellón/Castelló;la Vilavella;12526
Castellón/Castelló;Villores;12311
Castellón/Castelló;Vinaròs;12500
Castellón/Castelló;Vistabella del Maestrat;12135
Castellón/Castelló;Viver;12460
Castellón/Castelló;Viver;12469
Castellón/Castelló;Zorita del Maestrazgo;12311
Castellón/Castelló;Zucaina;12125
Castellón/Castelló;les Alqueries/Alquerías del Niño Perdido;12539
Castellón/Castelló;Sant Joan de Moró;12130
Ciudad Real;Abenójar;13180
Ciudad Real;Abenójar;13473
Ciudad Real;Agudo;13410
Ciudad Real;Alamillo;13413
Ciudad Real;Albaladejo;13340
Ciudad Real;Alcázar de San Juan;13300
Ciudad Real;Alcázar de San Juan;13600
Ciudad Real;Alcázar de San Juan;13690
Ciudad Real;Alcázar de San Juan;13720
Ciudad Real;Alcoba;13115
Ciudad Real;Alcoba;13116
Ciudad Real;Alcolea de Calatrava;13107
Ciudad Real;Alcubillas;13391
Ciudad Real;Aldea del Rey;13380
Ciudad Real;Alhambra;13248
Ciudad Real;Alhambra;13390
Ciudad Real;Almadén;13400
Ciudad Real;Almadenejos;13414
Ciudad Real;Almadenejos;13480
Ciudad Real;Almagro;13260
Ciudad Real;Almagro;13270
Ciudad Real;Almedina;13328
Ciudad Real;Almodóvar del Campo;13189
Ciudad Real;Almodóvar del Campo;13192
Ciudad Real;Almodóvar del Campo;13415
Ciudad Real;Almodóvar del Campo;13459
Ciudad Real;Almodóvar del Campo;13460
Ciudad Real;Almodóvar del Campo;13470
Ciudad Real;Almodóvar del Campo;13473
Ciudad Real;Almodóvar del Campo;13580
Ciudad Real;Almodóvar del Campo;13596
Ciudad Real;Almodóvar del Campo;13598
Ciudad Real;Almodóvar del Campo;13640
Ciudad Real;Almodóvar del Campo;14449
Ciudad Real;Almuradiel;13760
Ciudad Real;Almuradiel;13768
Ciudad Real;Anchuras;13117
Ciudad Real;Anchuras;13118
Ciudad Real;Arenas de San Juan;13679
Ciudad Real;Argamasilla de Alba;13710
Ciudad Real;Argamasilla de Calatrava;13440
Ciudad Real;Arroba de los Montes;13193
Ciudad Real;Ballesteros de Calatrava;13432
Ciudad Real;Bolaños de Calatrava;13260
Ciudad Real;Brazatortas;13449
Ciudad Real;Brazatortas;13450
Ciudad Real;Cabezarados;13192
Ciudad Real;Cabezarrubias del Puerto;13591
Ciudad Real;Calzada de Calatrava;13370
Ciudad Real;Calzada de Calatrava;13739
Ciudad Real;Calzada de Calatrava;13779
Ciudad Real;Campo de Criptana;13610
Ciudad Real;Cañada de Calatrava;13430
Ciudad Real;Caracuel de Calatrava;13191
Ciudad Real;Carrión de Calatrava;13150
Ciudad Real;Carrizosa;13329
Ciudad Real;Castellar de Santiago;13750
Ciudad Real;Ciudad Real;13001
Ciudad Real;Ciudad Real;13002
Ciudad Real;Ciudad Real;13003
Ciudad Real;Ciudad Real;13004
Ciudad Real;Ciudad Real;13005
Ciudad Real;Ciudad Real;13097
Ciudad Real;Ciudad Real;13195
Ciudad Real;Ciudad Real;13196
Ciudad Real;Ciudad Real;13197
Ciudad Real;Corral de Calatrava;13190
Ciudad Real;Los Cortijos;13427
Ciudad Real;Cózar;13345
Ciudad Real;Chillón;13412
Ciudad Real;Daimiel;13250
Ciudad Real;Fernán Caballero;13140
Ciudad Real;Fontanarejo;13193
Ciudad Real;Fuencaliente;13130
Ciudad Real;Fuenllana;13333
Ciudad Real;Fuente el Fresno;13428
Ciudad Real;Fuente el Fresno;13680
Ciudad Real;Granátula de Calatrava;13360
Ciudad Real;Guadalmez;13490
Ciudad Real;Guadalmez;13499
Ciudad Real;Herencia;13640
Ciudad Real;Hinojosas de Calatrava;13590
Ciudad Real;Horcajo de los Montes;13110
Ciudad Real;Las Labores;13660
Ciudad Real;Luciana;13108
Ciudad Real;Malagón;13194
Ciudad Real;Malagón;13420
Ciudad Real;Malagón;13428
Ciudad Real;Malagón;13429
Ciudad Real;Manzanares;13200
Ciudad Real;Membrilla;13230
Ciudad Real;Mestanza;13592
Ciudad Real;Mestanza;13594
Ciudad Real;Miguelturra;13170
Ciudad Real;Miguelturra;13190
Ciudad Real;Montiel;13326
Ciudad Real;Moral de Calatrava;13350
Ciudad Real;Navalpino;13193
Ciudad Real;Navas de Estena;13194
Ciudad Real;Pedro Muñoz;13620
Ciudad Real;Picón;13196
Ciudad Real;Piedrabuena;13100
Ciudad Real;Piedrabuena;13196
Ciudad Real;Poblete;13195
Ciudad Real;Porzuna;13118
Ciudad Real;Porzuna;13120
Ciudad Real;Porzuna;13129
Ciudad Real;Porzuna;13194
Ciudad Real;Pozuelo de Calatrava;13179
Ciudad Real;Los Pozuelos de Calatrava;13191
Ciudad Real;Puebla de Don Rodrigo;13109
Ciudad Real;Puebla del Príncipe;13342
Ciudad Real;Puerto Lápice;13650
Ciudad Real;Puertollano;13500
Ciudad Real;Puertollano;13597
Ciudad Real;Retuerta del Bullaque;13194
Ciudad Real;Saceruela;13414
Ciudad Real;San Carlos del Valle;13247
Ciudad Real;San Lorenzo de Calatrava;13779
Ciudad Real;Santa Cruz de los Cáñamos;13327
Ciudad Real;Santa Cruz de Mudela;13730
Ciudad Real;Socuéllamos;13630
Ciudad Real;La Solana;13240
Ciudad Real;Solana del Pino;13593
Ciudad Real;Terrinches;13341
Ciudad Real;Tomelloso;13629
Ciudad Real;Tomelloso;13700
Ciudad Real;Torralba de Calatrava;13160
Ciudad Real;Torre de Juan Abad;13344
Ciudad Real;Torrenueva;13740
Ciudad Real;Valdemanco del Esteras;13411
Ciudad Real;Valdepeñas;13300
Ciudad Real;Valdepeñas;13310
Ciudad Real;Valenzuela de Calatrava;13279
Ciudad Real;Villahermosa;13331
Ciudad Real;Villahermosa;13332
Ciudad Real;Villamanrique;13343
Ciudad Real;Villamayor de Calatrava;13595
Ciudad Real;Villanueva de la Fuente;13330
Ciudad Real;Villanueva de los Infantes;13320
Ciudad Real;Villanueva de San Carlos;13379
Ciudad Real;Villar del Pozo;13431
Ciudad Real;Villarrubia de los Ojos;13670
Ciudad Real;Villarta de San Juan;13210
Ciudad Real;Viso del Marqués;13738
Ciudad Real;Viso del Marqués;13739
Ciudad Real;Viso del Marqués;13768
Ciudad Real;Viso del Marqués;13770
Ciudad Real;El Robledo;13114
Ciudad Real;Ruidera;13249
Ciudad Real;Arenales de San Gregorio;13619
Ciudad Real;Llanos del Caudillo;13220
Córdoba;Adamuz;14430
Córdoba;Adamuz;14439
Córdoba;Adamuz;14610
Córdoba;Aguilar de la Frontera;14920
Córdoba;Alcaracejos;14480
Córdoba;Almedinilla;14812
Córdoba;Almedinilla;14813
Córdoba;Almodóvar del Río;14720
Córdoba;Almodóvar del Río;14729
Córdoba;Añora;14450
Córdoba;Añora;14550
Córdoba;Baena;14850
Córdoba;Baena;14859
Córdoba;Baena;14950
Córdoba;Belalcázar;14280
Córdoba;Belmez;14209
Córdoba;Belmez;14240
Córdoba;Belmez;14248
Córdoba;Belmez;14249
Córdoba;Belmez;14445
Córdoba;Benamejí;14910
Córdoba;Benamejí;14915
Córdoba;Los Blázquez;14208
Córdoba;Bujalance;14650
Córdoba;Bujalance;14656
Córdoba;Bujalance;14659
Córdoba;Cabra;14811
Córdoba;Cabra;14930
Córdoba;Cabra;14940
Córdoba;Cabra;14949
Córdoba;Cañete de las Torres;14660
Córdoba;Carcabuey;14810
Córdoba;Carcabuey;14811
Córdoba;Carcabuey;14816
Córdoba;Cardeña;14045
Córdoba;Cardeña;14440
Córdoba;Cardeña;14445
Córdoba;Cardeña;14446
Córdoba;Cardeña;14447
Córdoba;La Carlota;14100
Córdoba;La Carlota;14111
Córdoba;La Carlota;14191
Córdoba;La Carlota;14193
Córdoba;El Carpio;14115
Córdoba;El Carpio;14620
Córdoba;Castro del Río;14840
Córdoba;Castro del Río;14857
Córdoba;Castro del Río;14858
Córdoba;Conquista;14448
Córdoba;Córdoba;14001
Córdoba;Córdoba;14002
Córdoba;Córdoba;14003
Córdoba;Córdoba;14004
Córdoba;Córdoba;14005
Córdoba;Córdoba;14006
Córdoba;Córdoba;14007
Córdoba;Córdoba;14008
Córdoba;Córdoba;14009
Córdoba;Córdoba;14010
Córdoba;Córdoba;14011
Córdoba;Córdoba;14012
Córdoba;Córdoba;14013
Córdoba;Córdoba;14014
Córdoba;Córdoba;14015
Córdoba;Córdoba;14016
Córdoba;Córdoba;14029
Córdoba;Córdoba;14190
Córdoba;Córdoba;14192
Córdoba;Córdoba;14193
Córdoba;Córdoba;14280
Córdoba;Córdoba;14340
Córdoba;Córdoba;14350
Córdoba;Córdoba;14610
Córdoba;Córdoba;14710
Córdoba;Córdoba;14711
Córdoba;Córdoba;14719
Córdoba;Córdoba;14820
Córdoba;Córdoba;14912
Córdoba;Doña Mencía;14860
Córdoba;Dos Torres;14460
Córdoba;Encinas Reales;14913
Córdoba;Espejo;14830
Córdoba;Espiel;14210
Córdoba;Espiel;14220
Córdoba;Espiel;14320
Córdoba;Fernán-Núñez;14520
Córdoba;Fuente la Lancha;14260
Córdoba;Fuente Obejuna;14209
Córdoba;Fuente Obejuna;14248
Córdoba;Fuente Obejuna;14249
Córdoba;Fuente Obejuna;14290
Córdoba;Fuente Obejuna;14297
Córdoba;Fuente Obejuna;14298
Córdoba;Fuente Obejuna;14299
Córdoba;Fuente Palmera;14110
Córdoba;Fuente Palmera;14112
Córdoba;Fuente Palmera;14113
Córdoba;Fuente Palmera;14115
Córdoba;Fuente Palmera;14120
Córdoba;Fuente Palmera;14129
Córdoba;Fuente Palmera;14210
Córdoba;Fuente-Tójar;14815
Córdoba;La Granjuela;14207
Córdoba;Guadalcázar;14130
Córdoba;El Guijo;14413
Córdoba;Hinojosa del Duque;14270
Córdoba;Hornachuelos;14129
Córdoba;Hornachuelos;14209
Córdoba;Hornachuelos;14709
Córdoba;Hornachuelos;14740
Córdoba;Hornachuelos;14950
Córdoba;Iznájar;14970
Córdoba;Iznájar;14978
Córdoba;Iznájar;14979
Córdoba;Iznájar;18312
Córdoba;Lucena;14199
Córdoba;Lucena;14511
Córdoba;Lucena;14850
Córdoba;Lucena;14900
Córdoba;Lucena;14911
Córdoba;Lucena;14913
Córdoba;Luque;14800
Córdoba;Luque;14880
Córdoba;Luque;14889
Córdoba;Montalbán de Córdoba;14548
Córdoba;Montemayor;14520
Córdoba;Montemayor;14530
Córdoba;Montilla;14550
Córdoba;Montoro;14600
Córdoba;Monturque;14930
Córdoba;Moriles;14510
Córdoba;Nueva Carteya;14852
Córdoba;Nueva Carteya;14857
Córdoba;Obejo;14310
Córdoba;Obejo;14320
Córdoba;Obejo;14350
Córdoba;Palenciana;14914
Córdoba;Palma del Río;14700
Córdoba;Palma del Río;14709
Córdoba;Palma del Río;14730
Córdoba;Palma del Río;14749
Córdoba;Pedro Abad;14630
Córdoba;Pedroche;14412
Córdoba;Peñarroya-Pueblonuevo;14200
Córdoba;Posadas;14730
Córdoba;Posadas;14739
Córdoba;Pozoblanco;14400
Córdoba;Priego de Córdoba;14800
Córdoba;Priego de Córdoba;14811
Córdoba;Priego de Córdoba;14814
Córdoba;Priego de Córdoba;14815
Córdoba;Priego de Córdoba;14816
Córdoba;Priego de Córdoba;14817
Córdoba;Puente Genil;14500
Córdoba;Puente Genil;14512
Córdoba;La Rambla;14540
Córdoba;Rute;14950
Córdoba;Rute;14960
Córdoba;San Sebastián de los Ballesteros;14150
Córdoba;Santaella;14546
Córdoba;Santaella;14547
Córdoba;Santaella;14549
Córdoba;Santa Eufemia;14491
Córdoba;Santa Eufemia;14941
Córdoba;Torrecampo;14410
Córdoba;Valenzuela;14670
Córdoba;Valsequillo;14206
Córdoba;La Victoria;14140
Córdoba;Villa del Río;14640
Córdoba;Villa del Río;14940
Córdoba;Villafranca de Córdoba;14071
Córdoba;Villafranca de Córdoba;14420
Córdoba;Villaharta;14210
Córdoba;Villanueva de Córdoba;14440
Córdoba;Villanueva del Duque;14250
Córdoba;Villanueva del Rey;14230
Córdoba;Villaralto;14490
Córdoba;Villaviciosa de Córdoba;14300
Córdoba;Villaviciosa de Córdoba;14320
Córdoba;Villaviciosa de Córdoba;14470
Córdoba;El Viso;14470
Córdoba;Zuheros;14870
A Coruña;Abegondo;15318
A Coruña;Ames;15220
A Coruña;Ames;15228
A Coruña;Ames;15229
A Coruña;Ames;15864
A Coruña;Ames;15870
A Coruña;Ames;15895
A Coruña;Aranga;15317
A Coruña;Ares;15623
A Coruña;Ares;15624
A Coruña;Ares;15625
A Coruña;Arteixo;15008
A Coruña;Arteixo;15140
A Coruña;Arteixo;15141
A Coruña;Arteixo;15142
A Coruña;Arteixo;15144
A Coruña;Arteixo;15690
A Coruña;Arzúa;15810
A Coruña;Arzúa;15819
A Coruña;Arzúa;15826
A Coruña;A Baña;15839
A Coruña;A Baña;15862
A Coruña;A Baña;15863
A Coruña;Bergondo;15165
A Coruña;Bergondo;15166
A Coruña;Bergondo;15167
A Coruña;Bergondo;15319
A Coruña;Bergondo;15640
A Coruña;Betanzos;15300
A Coruña;Betanzos;15319
A Coruña;Boimorto;15816
A Coruña;Boimorto;15817
A Coruña;Boimorto;15818
A Coruña;Boiro;15930
A Coruña;Boiro;15937
A Coruña;Boiro;15938
A Coruña;Boiro;15939
A Coruña;Boiro;15990
A Coruña;Boiro;15991
A Coruña;Boiro;15992
A Coruña;Boqueixón;15582
A Coruña;Boqueixón;15881
A Coruña;Boqueixón;15882
A Coruña;Brión;15280
A Coruña;Brión;15839
A Coruña;Brión;15865
A Coruña;Cabana de Bergantiños;15110
A Coruña;Cabana de Bergantiños;15115
A Coruña;Cabana de Bergantiños;15116
A Coruña;Cabana de Bergantiños;15119
A Coruña;Cabana de Bergantiños;15149
A Coruña;Cabanas;15611
A Coruña;Cabanas;15612
A Coruña;Cabanas;15621
A Coruña;Cabanas;15622
A Coruña;Camariñas;15121
A Coruña;Camariñas;15122
A Coruña;Camariñas;15123
A Coruña;Cambre;15181
A Coruña;Cambre;15650
A Coruña;Cambre;15659
A Coruña;Cambre;15660
A Coruña;Cambre;15668
A Coruña;Cambre;15669
A Coruña;Cambre;15679
A Coruña;A Capela;15613
A Coruña;Carballo;15100
A Coruña;Carballo;15102
A Coruña;Carballo;15105
A Coruña;Carballo;15106
A Coruña;Carballo;15107
A Coruña;Carballo;15108
A Coruña;Carballo;15109
A Coruña;Carnota;15292
A Coruña;Carnota;15293
A Coruña;Carnota;15295
A Coruña;Carnota;15296
A Coruña;Carral;15175
A Coruña;Carral;15182
A Coruña;Carral;15183
A Coruña;Carral;15184
A Coruña;Cedeira;15347
A Coruña;Cedeira;15350
A Coruña;Cedeira;15357
A Coruña;Cedeira;15358
A Coruña;Cedeira;15359
A Coruña;Cedeira;15555
A Coruña;Cee;15138
A Coruña;Cee;15270
A Coruña;Cee;15298
A Coruña;Cee;15299
A Coruña;Cerceda;15185
A Coruña;Cerceda;15186
A Coruña;Cerceda;15187
A Coruña;Cerceda;15188
A Coruña;Cerdido;15530
A Coruña;Cerdido;15569
A Coruña;Coirós;15316
A Coruña;Corcubión;15130
A Coruña;Corcubión;15137
A Coruña;Coristanco;15147
A Coruña;Coristanco;15148
A Coruña;A Coruña;15001
A Coruña;A Coruña;15002
A Coruña;A Coruña;15003
A Coruña;A Coruña;15004
A Coruña;A Coruña;15005
A Coruña;A Coruña;15006
A Coruña;A Coruña;15007
A Coruña;A Coruña;15008
A Coruña;A Coruña;15009
A Coruña;A Coruña;15010
A Coruña;A Coruña;15011
A Coruña;A Coruña;15170
A Coruña;A Coruña;15190
A Coruña;A Coruña;15191
A Coruña;A Coruña;15192
A Coruña;Culleredo;15139
A Coruña;Culleredo;15174
A Coruña;Culleredo;15180
A Coruña;Culleredo;15189
A Coruña;Culleredo;15198
A Coruña;Culleredo;15199
A Coruña;Culleredo;15670
A Coruña;Curtis;15310
A Coruña;Curtis;15379
A Coruña;Dodro;15916
A Coruña;Dodro;15981
A Coruña;Dodro;15982
A Coruña;Dumbría;15151
A Coruña;Dumbría;15152
A Coruña;Dumbría;15297
A Coruña;Fene;15500
A Coruña;Fene;15509
A Coruña;Fene;15520
A Coruña;Fene;15528
A Coruña;Fene;15627
A Coruña;Ferrol;15401
A Coruña;Ferrol;15402
A Coruña;Ferrol;15403
A Coruña;Ferrol;15404
A Coruña;Ferrol;15405
A Coruña;Ferrol;15406
A Coruña;Ferrol;15407
A Coruña;Ferrol;15590
A Coruña;Ferrol;15591
A Coruña;Ferrol;15592
A Coruña;Ferrol;15593
A Coruña;Ferrol;15594
A Coruña;Ferrol;15595
A Coruña;Fisterra;15153
A Coruña;Fisterra;15154
A Coruña;Fisterra;15155
A Coruña;Frades;15685
A Coruña;Frades;15686
A Coruña;Irixoa;15313
A Coruña;Laxe;15117
A Coruña;Laxe;15118
A Coruña;A Laracha;15105
A Coruña;A Laracha;15145
A Coruña;A Laracha;15146
A Coruña;Lousame;15212
A Coruña;Lousame;15214
A Coruña;Lousame;15215
A Coruña;Lousame;15216
A Coruña;Lousame;15218
A Coruña;Malpica de Bergantiños;15111
A Coruña;Malpica de Bergantiños;15112
A Coruña;Malpica de Bergantiños;15113
A Coruña;Mañón;15337
A Coruña;Mañón;15339
A Coruña;Mazaricos;15256
A Coruña;Mazaricos;15258
A Coruña;Melide;15800
A Coruña;Melide;15805
A Coruña;Melide;15809
A Coruña;Melide;15819
A Coruña;Mesía;15685
A Coruña;Mesía;15686
A Coruña;Mesía;15689
A Coruña;Miño;15608
A Coruña;Miño;15630
A Coruña;Miño;15635
A Coruña;Miño;15639
A Coruña;Moeche;15563
A Coruña;Moeche;15564
A Coruña;Monfero;15315
A Coruña;Monfero;15609
A Coruña;Monfero;15617
A Coruña;Monfero;15619
A Coruña;Mugardos;15620
A Coruña;Mugardos;15626
A Coruña;Mugardos;15627
A Coruña;Muxía;15124
A Coruña;Muxía;15125
A Coruña;Muxía;15126
A Coruña;Muros;15240
A Coruña;Muros;15250
A Coruña;Muros;15259
A Coruña;Muros;15284
A Coruña;Muros;15290
A Coruña;Muros;15291
A Coruña;Narón;15540
A Coruña;Narón;15541
A Coruña;Narón;15570
A Coruña;Narón;15572
A Coruña;Narón;15573
A Coruña;Narón;15577
A Coruña;Narón;15578
A Coruña;Narón;15587
A Coruña;Narón;15596
A Coruña;Neda;15510
A Coruña;Neda;15577
A Coruña;Neda;15579
A Coruña;Negreira;15830
A Coruña;Negreira;15838
A Coruña;Negreira;15839
A Coruña;Negreira;15863
A Coruña;Noia;15200
A Coruña;Noia;15210
A Coruña;Noia;15211
A Coruña;Noia;15213
A Coruña;Noia;15218
A Coruña;Oleiros;15171
A Coruña;Oleiros;15172
A Coruña;Oleiros;15173
A Coruña;Oleiros;15176
A Coruña;Oleiros;15177
A Coruña;Oleiros;15178
A Coruña;Oleiros;15179
A Coruña;Ordes;15680
A Coruña;Ordes;15684
A Coruña;Ordes;15685
A Coruña;Ordes;15687
A Coruña;Ordes;15689
A Coruña;Oroso;15684
A Coruña;Oroso;15688
A Coruña;Oroso;15888
A Coruña;Ortigueira;15330
A Coruña;Ortigueira;15332
A Coruña;Ortigueira;15338
A Coruña;Ortigueira;15339
A Coruña;Ortigueira;15340
A Coruña;Ortigueira;15349
A Coruña;Ortigueira;15367
A Coruña;Ortigueira;15368
A Coruña;Outes;15230
A Coruña;Outes;15236
A Coruña;Outes;15237
A Coruña;Outes;15239
A Coruña;Outes;15286
A Coruña;Outes;15287
A Coruña;Outes;15288
A Coruña;Paderne;15314
A Coruña;Paderne;15319
A Coruña;Padrón;15900
A Coruña;Padrón;15910
A Coruña;Padrón;15914
A Coruña;Padrón;15915
A Coruña;Padrón;15917
A Coruña;Padrón;15980
A Coruña;O Pino;15821
A Coruña;O Pino;15823
A Coruña;O Pino;15824
A Coruña;O Pino;15825
A Coruña;O Pino;15887
A Coruña;A Pobra do Caramiñal;15940
A Coruña;A Pobra do Caramiñal;15948
A Coruña;A Pobra do Caramiñal;15949
A Coruña;Ponteceso;15110
A Coruña;Ponteceso;15114
A Coruña;Pontedeume;15600
A Coruña;Pontedeume;15607
A Coruña;Pontedeume;15608
A Coruña;Pontedeume;15609
A Coruña;Pontedeume;15614
A Coruña;As Pontes de García Rodríguez;15320
A Coruña;As Pontes de García Rodríguez;15324
A Coruña;As Pontes de García Rodríguez;15325
A Coruña;As Pontes de García Rodríguez;15326
A Coruña;As Pontes de García Rodríguez;15327
A Coruña;As Pontes de García Rodríguez;15328
A Coruña;As Pontes de García Rodríguez;15329
A Coruña;As Pontes de García Rodríguez;15582
A Coruña;Porto do Son;15218
A Coruña;Porto do Son;15970
A Coruña;Porto do Son;15978
A Coruña;Porto do Son;15979
A Coruña;Porto do Son;15994
A Coruña;Porto do Son;15995
A Coruña;Porto do Son;15996
A Coruña;Porto do Son;15998
A Coruña;Porto do Son;15999
A Coruña;Rianxo;15920
A Coruña;Rianxo;15928
A Coruña;Rianxo;15983
A Coruña;Rianxo;15984
A Coruña;Rianxo;15985
A Coruña;Ribeira;15950
A Coruña;Ribeira;15959
A Coruña;Ribeira;15960
A Coruña;Ribeira;15965
A Coruña;Ribeira;15966
A Coruña;Ribeira;15967
A Coruña;Ribeira;15968
A Coruña;Ribeira;15969
A Coruña;Ribeira;15993
A Coruña;Rois;15281
A Coruña;Rois;15282
A Coruña;Rois;15911
A Coruña;Rois;15912
A Coruña;Rois;15913
A Coruña;Rois;15980
A Coruña;Sada;15160
A Coruña;Sada;15168
A Coruña;Sada;15169
A Coruña;San Sadurniño;15560
A Coruña;San Sadurniño;15561
A Coruña;San Sadurniño;15562
A Coruña;San Sadurniño;15576
A Coruña;San Sadurniño;15580
A Coruña;San Sadurniño;15598
A Coruña;Santa Comba;15837
A Coruña;Santa Comba;15840
A Coruña;Santa Comba;15841
A Coruña;Santa Comba;15845
A Coruña;Santa Comba;15846
A Coruña;Santa Comba;15847
A Coruña;Santa Comba;15848
A Coruña;Santa Comba;15860
A Coruña;Santa Comba;15861
A Coruña;Santiago de Compostela;15688
A Coruña;Santiago de Compostela;15701
A Coruña;Santiago de Compostela;15702
A Coruña;Santiago de Compostela;15703
A Coruña;Santiago de Compostela;15704
A Coruña;Santiago de Compostela;15705
A Coruña;Santiago de Compostela;15706
A Coruña;Santiago de Compostela;15707
A Coruña;Santiago de Compostela;15820
A Coruña;Santiago de Compostela;15884
A Coruña;Santiago de Compostela;15890
A Coruña;Santiago de Compostela;15891
A Coruña;Santiago de Compostela;15892
A Coruña;Santiago de Compostela;15893
A Coruña;Santiago de Compostela;15896
A Coruña;Santiago de Compostela;15897
A Coruña;Santiago de Compostela;15898
A Coruña;Santiago de Compostela;15899
A Coruña;Santiso;15808
A Coruña;Sobrado;15813
A Coruña;Sobrado;15814
A Coruña;Sobrado;15815
A Coruña;As Somozas;15565
A Coruña;As Somozas;15566
A Coruña;As Somozas;15567
A Coruña;As Somozas;15568
A Coruña;Teo;15866
A Coruña;Teo;15883
A Coruña;Teo;15886
A Coruña;Teo;15894
A Coruña;Toques;15806
A Coruña;Tordoia;15683
A Coruña;Tordoia;15684
A Coruña;Tordoia;15689
A Coruña;Touro;15822
A Coruña;Touro;15823
A Coruña;Touro;15824
A Coruña;Touro;15828
A Coruña;Trazo;15686
A Coruña;Trazo;15687
A Coruña;Valdoviño;15542
A Coruña;Valdoviño;15543
A Coruña;Valdoviño;15550
A Coruña;Valdoviño;15551
A Coruña;Valdoviño;15552
A Coruña;Valdoviño;15553
A Coruña;Valdoviño;15554
A Coruña;Val do Dubra;15871
A Coruña;Val do Dubra;15872
A Coruña;Val do Dubra;15873
A Coruña;Val do Dubra;15874
A Coruña;Vedra;15880
A Coruña;Vedra;15881
A Coruña;Vedra;15885
A Coruña;Vilasantar;15807
A Coruña;Vilarmaior;15615
A Coruña;Vilarmaior;15616
A Coruña;Vilarmaior;15637
A Coruña;Vilarmaior;15638
A Coruña;Vimianzo;15121
A Coruña;Vimianzo;15126
